,Frame_ID,Global_X,Global_Y,v_size,v_Vel,v_Acc,Movement,Space_Headway,Time_Headway
94103,1654,6451914.498,1872806.497,91.0,33.05,0.0,1,176.75,5.35
94104,1655,6451915.882,1872809.509,91.0,33.05,0.0,1,175.81,5.32
94105,1656,6451917.266,1872812.522,91.0,33.05,0.0,1,174.84,5.29
94106,1657,6451918.65,1872815.535,91.0,33.05,0.0,1,173.85,5.26
94107,1658,6451920.034,1872818.547,91.0,33.05,0.0,1,172.8,5.23
94108,1659,6451921.418,1872821.56,91.0,33.05,-1.71,1,171.64,5.19
94109,1660,6451922.802,1872824.573,91.0,32.81,-3.59,1,170.44,5.19
94110,1661,6451924.186,1872827.585,91.0,32.63,-3.66,1,169.29,5.19
94111,1662,6451925.57,1872830.598,91.0,32.64,-3.19,1,168.14,5.15
94112,1663,6451926.955,1872833.61,91.0,32.81,3.85,1,166.87,5.09
94113,1664,6451928.339,1872836.623,91.0,33.05,1.77,1,165.45,5.01
94114,1665,6451929.723,1872839.636,91.0,33.15,0.0,1,164.0,4.95
94115,1666,6451931.107,1872842.648,91.0,33.15,0.0,1,162.57,4.9
94116,1667,6451932.491,1872845.661,91.0,33.06,-1.46,1,161.07,4.87
94117,1668,6451933.875,1872848.674,91.0,32.85,-2.49,1,159.49,4.86
94118,1669,6451935.259,1872851.686,91.0,32.7,2.29,1,157.89,4.83
94119,1670,6451936.643,1872854.699,91.0,32.7,3.32,1,156.29,4.78
94120,1671,6451938.027,1872857.712,91.0,32.85,3.47,1,154.64,4.71
94121,1672,6451939.408,1872860.731,91.0,33.01,1.85,1,152.88,4.63
94122,1673,6451940.792,1872863.743,91.0,32.98,1.31,1,151.05,4.58
94123,1674,6451942.194,1872866.724,91.0,32.8,1.64,1,149.26,4.55
94124,1675,6451943.619,1872869.662,91.0,32.62,1.34,1,147.5,4.52
94125,1676,6451945.062,1872872.568,91.0,32.5,0.67,1,145.72,4.48
94126,1677,6451946.508,1872875.468,91.0,32.45,0.12,1,143.86,4.43
94127,1678,6451947.951,1872878.375,91.0,32.44,-0.08,1,141.91,4.37
94128,1679,6451949.394,1872881.281,91.0,32.45,-0.04,1,139.93,4.31
94129,1680,6451950.836,1872884.187,91.0,32.45,0.0,1,137.91,4.25
94130,1681,6451952.279,1872887.093,91.0,32.45,0.0,1,135.88,4.19
94131,1682,6451953.722,1872890.0,91.0,32.45,0.0,1,133.82,4.12
94132,1683,6451955.165,1872892.906,91.0,32.45,0.0,1,131.75,4.06
94133,1684,6451956.608,1872895.812,91.0,32.45,0.0,1,129.68,4.0
94134,1685,6451958.05,1872898.718,91.0,32.45,0.0,1,127.56,3.93
94135,1686,6451959.493,1872901.625,91.0,32.45,0.0,1,125.36,3.86
94136,1687,6451960.936,1872904.531,91.0,32.45,0.0,1,123.12,3.79
