,Frame_ID,Global_X,Global_Y,v_size,v_Vel,v_Acc,Movement,Space_Headway,Time_Headway
39408,601,6452391.481,1874297.265,141.84,51.74,0.0,1,275.64,5.33
39409,602,6452392.665,1874291.332,141.84,51.74,0.0,1,275.29,5.32
39410,603,6452393.849,1874285.402,141.84,51.74,0.0,1,274.55,5.31
39411,604,6452395.033,1874279.474,141.84,51.74,0.0,1,273.82,5.29
39412,605,6452396.216,1874273.548,141.84,51.74,0.0,1,260.04,5.03
39413,606,6452397.399,1874267.625,141.84,51.74,0.0,1,261.81,5.06
39414,607,6452398.581,1874261.703,141.84,52.62,0.0,1,259.31,4.93
39415,608,6452399.763,1874255.784,141.84,53.0,-2.15,1,258.32,4.87
39416,609,6452400.973,1874249.842,141.84,52.9,-7.96,1,258.81,4.89
39417,610,6452402.145,1874243.926,141.84,52.7,-14.56,1,259.78,4.93
39418,611,6452403.136,1874238.173,141.84,52.44,-15.84,1,261.09,4.98
39419,612,6452404.023,1874232.525,141.84,52.21,-14.5,1,262.09,5.02
39420,613,6452404.73,1874227.038,141.84,52.06,-7.83,1,262.59,5.04
39421,614,6452405.398,1874221.576,141.84,51.99,-1.98,1,262.02,5.04
39422,615,6452406.095,1874216.088,141.84,51.98,0.56,1,261.21,5.03
39423,616,6452406.792,1874210.6,141.84,51.98,-0.12,1,260.37,5.01
39424,617,6452407.489,1874205.113,141.84,51.99,1.5,1,259.57,4.99
39425,618,6452408.186,1874199.625,141.84,51.98,-4.78,1,258.7,4.98
39426,619,6452408.895,1874194.202,141.84,51.91,-8.58,1,257.93,4.97
39427,620,6452409.592,1874188.421,141.84,51.75,0.0,1,257.26,4.97
39428,621,6452410.229,1874182.318,141.84,51.56,0.0,1,256.18,4.97
39429,622,6452410.786,1874175.875,141.84,51.42,0.0,1,254.96,4.96
39430,623,6452411.312,1874169.144,141.84,51.35,-15.56,1,253.41,4.93
39431,624,6452411.781,1874163.171,141.84,51.31,-15.51,1,252.1,4.91
39432,625,6452412.069,1874157.562,141.84,51.3,0.0,1,250.91,4.89
39433,626,6452412.236,1874152.279,141.84,51.32,15.84,1,250.07,4.87
39434,627,6452412.227,1874146.661,141.84,51.36,14.92,1,248.83,4.84
39435,628,6452412.143,1874140.658,141.84,51.41,13.33,1,247.77,4.82
39436,629,6452412.069,1874133.849,141.84,51.47,9.47,1,246.62,4.79
