,Frame_ID,Global_X,Global_Y,v_size,v_Vel,v_Acc,Movement,Space_Headway,Time_Headway
126090,2014,6452409.89,1874314.47,105.0,42.26,0.0,1,100.94,2.39
126091,2015,6452410.785,1874310.339,105.0,42.26,0.0,1,101.16,2.39
126092,2016,6452411.679,1874306.209,105.0,42.26,0.0,1,101.33,2.4
126093,2017,6452412.574,1874302.079,105.0,42.26,0.0,1,101.51,2.4
126094,2018,6452413.469,1874297.949,105.0,42.26,0.0,1,101.69,2.41
126095,2019,6452414.363,1874293.819,105.0,42.26,0.0,1,101.85,2.41
126096,2020,6452415.258,1874289.69,105.0,42.25,0.0,1,102.04,2.42
126097,2021,6452416.153,1874285.56,105.0,45.39,11.22,1,102.25,2.25
126098,2022,6452417.047,1874281.431,105.0,51.39,3.44,1,101.89,1.98
126099,2023,6452417.941,1874277.302,105.0,51.3,0.0,1,101.35,1.98
126100,2024,6452418.836,1874273.173,105.0,51.39,0.0,1,100.66,1.96
126101,2025,6452419.73,1874269.044,105.0,51.74,0.0,1,100.53,1.94
126102,2026,6452420.625,1874264.915,105.0,45.19,0.0,1,100.63,2.23
126103,2027,6452421.519,1874260.787,105.0,42.25,0.0,1,101.2,2.4
126104,2028,6452422.413,1874256.658,105.0,42.25,0.0,1,101.63,2.41
126105,2029,6452423.307,1874252.53,105.0,42.24,0.17,1,101.79,2.41
126106,2030,6452424.202,1874248.402,105.0,42.23,0.31,1,101.63,2.41
126107,2031,6452425.096,1874244.274,105.0,42.23,-0.82,1,101.58,2.41
126108,2032,6452426.012,1874240.155,105.0,42.27,-3.88,1,101.72,2.41
126109,2033,6452426.907,1874236.028,105.0,42.39,-7.65,1,102.01,2.41
126110,2034,6452427.68,1874231.858,105.0,42.59,-9.46,1,102.4,2.4
126111,2035,6452428.327,1874227.631,105.0,42.8,-7.62,1,102.65,2.4
126112,2036,6452428.853,1874223.361,105.0,42.95,-3.86,1,102.82,2.39
126113,2037,6452429.358,1874219.083,105.0,43.03,-0.79,1,102.92,2.39
126114,2038,6452429.884,1874214.813,105.0,43.03,0.33,1,102.91,2.39
126115,2039,6452430.411,1874210.543,105.0,43.01,0.2,1,102.83,2.39
126116,2040,6452430.937,1874206.273,105.0,43.0,0.2,1,102.74,2.39
126117,2041,6452431.464,1874202.004,105.0,43.07,1.04,1,102.66,2.38
126118,2042,6452432.006,1874197.754,105.0,43.2,-1.41,1,102.37,2.37
126119,2043,6452432.528,1874193.455,105.0,43.31,-6.2,1,101.93,2.35
126120,2044,6452432.976,1874189.084,105.0,43.62,-9.88,1,101.33,2.32
126121,2045,6452433.372,1874184.816,105.0,44.48,0.0,1,100.52,2.26
126122,2046,6452433.695,1874180.384,105.0,46.16,0.0,1,99.46,2.15
126123,2047,6452433.866,1874175.632,105.0,48.42,15.84,1,98.23,2.03
126124,2048,6452433.931,1874170.652,105.0,50.03,13.24,1,96.84,1.94
126125,2049,6452433.836,1874165.326,105.0,49.67,-11.18,1,95.18,1.92
126126,2050,6452433.767,1874160.17,105.0,47.16,-11.68,1,93.9,1.99
126127,2051,6452433.802,1874155.695,105.0,43.53,-11.21,1,92.96,2.14
126128,2052,6452433.846,1874151.647,105.0,40.7,-9.0,1,92.6,2.28
126129,2053,6452433.758,1874147.993,105.0,40.18,13.84,1,93.13,2.32
126130,2054,6452433.539,1874144.056,105.0,42.04,14.92,1,93.77,2.23
126131,2055,6452433.2,1874139.816,105.0,45.04,12.52,1,94.55,2.1
126132,2056,6452432.845,1874134.937,105.0,47.66,11.34,1,94.81,1.99
126133,2057,6452432.51,1874129.983,105.0,49.01,4.68,1,94.59,1.93
126134,2058,6452432.169,1874124.993,105.0,48.91,-7.55,1,93.68,1.92
