,Frame_ID,Global_X,Global_Y,v_size,v_Vel,v_Acc,Movement,Space_Headway,Time_Headway
34467,555,6452418.227,1874290.4,138.24,51.4,0.0,1,143.27,2.79
34468,556,6452419.628,1874289.667,138.24,51.4,0.0,1,145.65,2.83
34469,557,6452420.479,1874285.474,138.24,51.4,0.0,1,145.23,2.83
34470,558,6452421.33,1874281.282,138.24,51.4,0.0,1,145.03,2.82
34471,559,6452422.181,1874277.09,138.24,51.4,0.0,1,145.05,2.82
34472,560,6452423.032,1874272.897,138.24,51.4,0.0,1,142.52,2.77
34473,561,6452423.883,1874268.705,138.24,50.39,0.0,1,142.04,2.82
34474,562,6452424.734,1874264.512,138.24,45.09,-3.98,1,141.75,3.14
34475,563,6452425.584,1874260.32,138.24,42.75,-2.63,1,142.02,3.32
34476,564,6452426.472,1874256.115,138.24,42.5,-8.25,1,142.17,3.35
34477,565,6452427.275,1874251.922,138.24,41.96,-12.12,1,142.22,3.39
34478,566,6452427.882,1874247.793,138.24,41.21,-12.65,1,142.18,3.45
34479,567,6452428.356,1874243.749,138.24,40.51,-12.19,1,142.26,3.51
34480,568,6452428.634,1874239.772,138.24,40.03,-8.38,1,142.52,3.56
34481,569,6452428.827,1874235.81,138.24,39.8,-2.78,1,142.89,3.59
34482,570,6452429.056,1874231.838,138.24,39.74,-0.08,1,143.23,3.6
34483,571,6452429.284,1874227.87,138.24,39.73,0.0,1,143.53,3.61
34484,572,6452429.511,1874223.905,138.24,39.71,-0.29,1,143.77,3.62
34485,573,6452429.738,1874219.944,138.24,39.67,-0.44,1,143.91,3.63
34486,574,6452429.958,1874215.981,138.24,39.58,-0.37,1,143.98,3.64
34487,575,6452430.184,1874212.026,138.24,39.44,1.14,1,144.04,3.65
34488,576,6452430.441,1874208.095,138.24,39.26,1.71,1,144.12,3.67
34489,577,6452430.738,1874204.195,138.24,39.09,1.47,1,144.29,3.69
34490,578,6452431.066,1874200.317,138.24,38.97,0.74,1,145.06,3.72
34491,579,6452431.4,1874196.443,138.24,38.92,0.14,1,146.11,3.75
34492,580,6452431.728,1874192.565,138.24,38.85,-1.83,1,147.43,3.79
34493,581,6452432.056,1874188.687,138.24,38.68,-5.39,1,148.43,3.84
34494,582,6452432.384,1874184.808,138.24,38.54,-7.83,1,149.18,3.87
34495,583,6452432.712,1874180.93,138.24,38.57,-7.47,1,149.32,3.87
34496,584,6452433.052,1874177.071,138.24,38.92,-1.77,1,149.42,3.84
34497,585,6452433.381,1874173.194,138.24,39.62,6.39,1,149.55,3.77
34498,586,6452433.65,1874169.218,138.24,40.44,6.53,1,149.63,3.7
34499,587,6452433.843,1874165.113,138.24,40.86,-4.12,1,149.55,3.66
34500,588,6452433.976,1874160.909,138.24,40.14,-11.07,1,149.38,3.72
