,Frame_ID,Global_X,Global_Y,v_size,v_Vel,v_Acc,Movement,Space_Headway,Time_Headway
144004,2192,6451971.273,1872813.49,100.5,26.46,0.0,1,0.0,0.0
144005,2193,6451969.722,1872815.633,100.5,26.46,0.0,1,0.0,0.0
144006,2194,6451968.172,1872817.775,100.5,26.46,0.0,1,0.0,0.0
144007,2195,6451966.621,1872819.918,100.5,26.46,0.0,1,0.0,0.0
144008,2196,6451965.071,1872822.061,100.5,26.46,0.0,3,0.0,0.0
144009,2197,6451963.521,1872824.204,100.5,26.46,-0.43,3,0.0,0.0
144010,2198,6451961.97,1872826.346,100.5,26.42,-0.68,3,0.0,0.0
144011,2199,6451960.42,1872828.489,100.5,26.3,2.24,3,0.0,0.0
144012,2200,6451958.796,1872830.591,100.5,26.14,0.0,3,0.0,0.0
144013,2201,6451957.474,1872832.803,100.5,26.13,0.0,3,0.0,0.0
144014,2202,6451956.416,1872835.214,100.5,26.48,0.0,3,0.0,0.0
144015,2203,6451955.634,1872837.765,100.5,26.91,0.0,3,0.0,0.0
144016,2204,6451955.116,1872840.532,100.5,26.83,-10.5,3,0.0,0.0
144017,2205,6451954.906,1872843.363,100.5,26.29,-10.56,3,0.0,0.0
144018,2206,6451954.644,1872846.124,100.5,25.82,-5.43,3,0.0,0.0
144019,2207,6451954.391,1872848.856,100.5,25.81,6.91,3,0.0,0.0
144020,2208,6451954.147,1872851.56,100.5,26.23,7.05,3,0.0,0.0
144021,2209,6451953.909,1872854.233,100.5,26.51,-2.25,3,0.0,0.0
144022,2210,6451953.655,1872856.882,100.5,26.3,-5.8,3,0.0,0.0
144023,2211,6451953.423,1872859.494,100.5,25.83,-9.43,3,0.0,0.0
144024,2212,6451953.3,1872862.05,100.5,25.35,-11.04,3,0.0,0.0
144025,2213,6451953.31,1872864.551,100.5,24.99,-8.67,3,0.0,0.0
144026,2214,6451953.427,1872867.017,100.5,24.77,-4.19,3,0.0,0.0
144027,2215,6451953.564,1872869.477,100.5,24.7,-0.78,3,0.0,0.0
144028,2216,6451953.681,1872871.944,100.5,24.69,0.35,3,0.0,0.0
144029,2217,6451953.798,1872874.412,100.5,24.69,0.59,3,0.0,0.0
144030,2218,6451953.915,1872876.879,100.5,24.69,-0.38,3,0.0,0.0
144031,2219,6451954.032,1872879.346,100.5,24.72,-4.45,3,0.0,0.0
144032,2220,6451954.09,1872881.809,100.5,24.86,-9.54,1,1179.65,47.45
144033,2221,6451954.363,1872884.277,100.5,25.18,-6.56,1,1181.76,46.93
144034,2222,6451954.871,1872886.768,100.5,25.75,-4.71,1,1183.84,45.97
144035,2223,6451955.593,1872889.284,100.5,26.44,-7.36,1,1185.9,44.85
144036,2224,6451956.551,1872891.814,100.5,27.01,-10.12,1,1187.57,43.97
144037,2225,6451957.722,1872894.336,100.5,27.32,5.38,1,1189.1,43.52
144038,2226,6451958.832,1872896.84,100.5,27.35,-0.99,1,1190.35,43.52
