,Frame_ID,Global_X,Global_Y,v_size,v_Vel,v_Acc,Movement,Space_Headway,Time_Headway
100582,1728,6452409.369,1874259.165,135.42,27.07,0.0,1,99.0,3.66
100583,1729,6452410.125,1874256.564,135.42,27.07,0.0,1,100.69,3.72
100584,1730,6452410.882,1874253.963,135.42,27.07,0.0,1,102.06,3.77
100585,1731,6452411.638,1874251.363,135.42,27.07,0.0,1,103.46,3.82
100586,1732,6452412.394,1874248.762,135.42,27.07,0.0,1,105.03,3.88
100587,1733,6452413.15,1874246.161,135.42,27.07,-0.24,1,106.8,3.95
100588,1734,6452413.907,1874243.561,135.42,27.05,-0.24,1,108.6,4.01
100589,1735,6452414.663,1874240.96,135.42,27.14,1.79,1,110.31,4.06
100590,1736,6452415.434,1874238.39,135.42,27.52,5.95,1,111.91,4.07
100591,1737,6452416.19,1874235.77,135.42,28.25,9.75,1,113.47,4.02
100592,1738,6452416.872,1874232.965,135.42,29.29,8.85,1,114.94,3.92
100593,1739,6452417.454,1874230.048,135.42,30.36,9.86,1,115.98,3.82
100594,1740,6452417.961,1874226.946,135.42,31.39,10.14,1,116.8,3.72
100595,1741,6452418.459,1874223.823,135.42,32.55,11.07,1,117.25,3.6
100596,1742,6452418.981,1874220.628,135.42,33.89,10.94,1,117.85,3.48
100597,1743,6452419.436,1874217.161,135.42,35.29,10.38,1,118.43,3.36
100598,1744,6452419.863,1874213.541,135.42,36.29,4.88,1,119.19,3.28
100599,1745,6452420.24,1874209.794,135.42,36.71,-5.36,1,119.78,3.26
100600,1746,6452420.506,1874206.133,135.42,36.89,-2.1,1,120.4,3.26
100601,1747,6452420.741,1874202.563,135.42,37.1,3.52,1,121.0,3.26
100602,1748,6452421.019,1874198.8,135.42,37.18,1.45,1,121.54,3.27
100603,1749,6452421.348,1874194.949,135.42,36.98,-5.13,1,122.07,3.3
100604,1750,6452421.654,1874191.335,135.42,36.24,-10.72,1,122.63,3.38
100605,1751,6452421.908,1874187.817,135.42,35.34,-9.33,1,123.6,3.5
100606,1752,6452422.186,1874184.167,135.42,35.5,-4.83,1,125.53,3.54
100607,1753,6452422.501,1874180.326,135.42,36.94,2.21,1,127.69,3.46
100608,1754,6452422.759,1874176.345,135.42,39.09,7.08,1,130.07,3.33
100609,1755,6452422.903,1874172.168,135.42,41.11,11.94,1,132.03,3.21
100610,1756,6452423.031,1874167.911,135.42,41.7,-3.63,1,133.36,3.2
100611,1757,6452423.175,1874163.692,135.42,40.57,-11.24,1,133.98,3.3
100612,1758,6452423.328,1874159.521,135.42,38.28,-11.18,1,134.93,3.52
100613,1759,6452423.483,1874155.914,135.42,35.58,-10.34,1,136.17,3.83
100614,1760,6452423.584,1874152.564,135.42,33.69,-7.43,1,137.62,4.08
100615,1761,6452423.574,1874149.519,135.42,33.64,14.65,1,139.38,4.14
100616,1762,6452423.438,1874146.182,135.42,35.42,14.55,1,140.83,3.98
100617,1763,6452423.21,1874142.602,135.42,37.97,12.77,1,142.11,3.74
100618,1764,6452422.945,1874138.452,135.42,40.08,11.58,1,143.32,3.58
100619,1765,6452422.667,1874134.309,135.42,41.22,4.76,1,145.1,3.52
100620,1766,6452422.383,1874130.171,135.42,41.51,-0.05,1,147.21,3.55
100621,1767,6452422.105,1874126.029,135.42,41.5,-0.09,1,149.66,3.61
100622,1768,6452421.827,1874121.888,135.42,41.5,0.1,1,151.78,3.66
100623,1769,6452421.548,1874117.748,135.42,40.57,-11.12,1,153.43,3.78
100624,1770,6452421.27,1874113.609,135.42,38.33,-9.81,1,154.58,4.03
100625,1771,6452420.98,1874109.456,135.42,36.56,-6.52,1,155.73,4.26
100626,1772,6452420.701,1874105.318,135.42,36.11,9.91,1,157.13,4.35
100627,1773,6452420.483,1874101.258,135.42,37.01,11.33,1,158.43,4.28
100628,1774,6452420.346,1874097.299,135.42,38.53,9.29,1,159.62,4.14
