,Frame_ID,Global_X,Global_Y,v_size,v_Vel,v_Acc,Movement,Space_Headway,Time_Headway
50797,732,6452416.234,1874285.911,126.54,52.4,0.0,1,72.28,1.38
50798,733,6452417.226,1874280.965,126.54,52.4,0.0,1,71.98,1.37
50799,734,6452418.218,1874276.019,126.54,52.4,0.0,1,71.71,1.37
50800,735,6452419.211,1874271.073,126.54,52.4,0.0,1,65.65,1.25
50801,736,6452420.203,1874266.127,126.54,52.4,0.0,1,65.51,1.25
50802,737,6452421.195,1874261.181,126.54,52.4,-6.67,1,65.49,1.25
50803,738,6452422.188,1874256.235,126.54,50.43,0.32,1,65.23,1.29
50804,739,6452423.18,1874251.289,126.54,50.45,-0.77,1,65.05,1.29
50805,740,6452424.194,1874246.354,126.54,50.53,-3.58,1,64.87,1.28
50806,741,6452425.187,1874241.408,126.54,50.75,-6.96,1,64.76,1.28
50807,742,6452426.056,1874236.403,126.54,51.09,-8.59,1,64.74,1.27
50808,743,6452426.8,1874231.319,126.54,51.44,-6.95,1,64.86,1.26
50809,744,6452427.42,1874226.175,126.54,51.7,-3.56,1,64.76,1.25
50810,745,6452428.018,1874221.019,126.54,51.81,-0.76,1,64.44,1.24
50811,746,6452428.638,1874215.876,126.54,51.81,0.38,1,63.95,1.23
50812,747,6452429.259,1874210.732,126.54,51.78,0.34,1,63.2,1.22
50813,748,6452429.879,1874205.588,126.54,51.84,1.18,1,62.84,1.21
50814,749,6452430.53,1874200.477,126.54,51.78,3.33,1,62.72,1.21
50815,750,6452431.133,1874195.306,126.54,51.66,-2.86,1,62.81,1.22
50816,751,6452431.552,1874189.947,126.54,51.48,0.0,1,63.05,1.22
50817,752,6452431.86,1874184.47,126.54,51.34,-2.31,1,63.35,1.23
50818,753,6452431.984,1874178.805,126.54,51.3,-8.52,1,63.23,1.23
50819,754,6452432.061,1874173.083,126.54,51.31,3.66,1,62.86,1.23
50820,755,6452432.167,1874167.396,126.54,51.31,-11.23,1,62.45,1.22
50821,756,6452432.278,1874161.821,126.54,51.32,-11.19,1,62.25,1.21
50822,757,6452432.404,1874156.96,126.54,47.95,-9.97,1,62.45,1.3
50823,758,6452432.467,1874152.448,126.54,45.36,-4.58,1,63.01,1.39
50824,759,6452432.367,1874148.273,126.54,44.99,14.39,1,63.9,1.42
50825,760,6452432.157,1874143.847,126.54,46.84,15.84,1,64.56,1.38
50826,761,6452431.781,1874139.166,126.54,49.46,14.06,1,65.01,1.31
50827,762,6452431.345,1874133.74,126.54,51.51,11.86,1,65.16,1.26
50828,763,6452430.9,1874128.513,126.54,51.73,1.45,1,64.81,1.25
50829,764,6452430.45,1874123.313,126.54,51.73,-3.39,1,65.03,1.26
50830,765,6452430.006,1874118.088,126.54,51.65,-8.71,1,65.46,1.27
50831,766,6452429.561,1874112.864,126.54,50.63,0.0,1,66.29,1.31
50832,767,6452429.117,1874107.641,126.54,50.04,8.83,1,66.92,1.34
50833,768,6452428.673,1874102.42,126.54,50.11,11.95,1,67.4,1.35
50834,769,6452428.201,1874097.167,126.54,50.47,5.65,1,67.24,1.33
50835,770,6452427.761,1874091.978,126.54,50.44,-12.08,1,66.91,1.33
50836,771,6452427.501,1874086.977,126.54,49.45,-15.84,1,66.72,1.35
50837,772,6452427.342,1874082.097,126.54,48.13,-15.28,1,66.74,1.39
50838,773,6452427.362,1874077.405,126.54,47.19,-9.03,1,66.83,1.42
50839,774,6452427.415,1874072.775,126.54,46.71,-2.58,1,66.89,1.43
50840,775,6452427.441,1874068.113,126.54,46.59,0.49,1,66.9,1.44
50841,776,6452427.466,1874063.451,126.54,46.61,0.36,1,66.92,1.44
50842,777,6452427.491,1874058.789,126.54,48.93,9.94,1,67.01,1.37
50843,778,6452427.516,1874054.127,126.54,51.55,0.0,1,67.1,1.3
50844,779,6452427.567,1874049.455,126.54,51.39,0.0,1,67.18,1.31
50845,780,6452427.593,1874044.792,126.54,51.31,-15.84,1,67.22,1.31
50846,781,6452427.458,1874040.184,126.54,51.3,-9.73,1,67.2,1.31
50847,782,6452427.218,1874035.645,126.54,47.72,-12.45,1,67.12,1.41
50848,783,6452426.817,1874031.161,126.54,45.13,-5.46,1,66.98,1.48
50849,784,6452426.392,1874026.686,126.54,45.03,1.18,1,66.8,1.48
50850,785,6452425.992,1874022.201,126.54,45.02,-0.39,1,66.62,1.48
50851,786,6452425.592,1874017.715,126.54,45.03,-0.42,1,66.44,1.48
50852,787,6452425.192,1874013.23,126.54,45.04,-0.41,1,66.26,1.47
50853,788,6452424.792,1874008.745,126.54,45.03,1.09,1,66.07,1.47
50854,789,6452424.417,1874004.25,126.54,44.93,4.81,1,65.88,1.47
50855,790,6452424.018,1873999.764,126.54,44.72,9.18,1,65.68,1.47
50856,791,6452423.467,1873995.329,126.54,46.91,15.84,1,65.48,1.4
50857,792,6452422.806,1873990.962,126.54,51.44,14.11,1,64.66,1.26
50858,793,6452421.993,1873986.646,126.54,51.39,0.0,1,63.58,1.24
50859,794,6452421.157,1873982.341,126.54,51.31,-15.84,1,62.22,1.21
50860,795,6452420.346,1873978.027,126.54,51.35,0.0,1,61.18,1.19
