,Frame_ID,Global_X,Global_Y,v_size,v_Vel,v_Acc,Movement,Space_Headway,Time_Headway
3716,53,6451939.248,1872829.38,102.96,38.59,0.0,1,193.88,5.02
3717,54,6451941.474,1872832.741,102.96,38.59,0.0,1,193.89,5.02
3718,55,6451943.7,1872836.102,102.96,38.59,0.0,1,194.13,5.03
3719,56,6451945.926,1872839.463,102.96,38.59,0.0,1,194.47,5.04
3720,57,6451948.152,1872842.824,102.96,38.59,0.0,1,195.05,5.05
3721,58,6451950.37,1872846.19,102.96,38.59,-3.14,1,195.61,5.07
3722,59,6451952.603,1872849.546,102.96,38.51,5.71,1,196.11,5.09
3723,60,6451954.88,1872852.909,102.96,38.78,6.2,1,67.55,1.74
3724,61,6451957.142,1872856.213,102.96,39.12,-0.78,1,67.65,1.73
3725,62,6451959.339,1872859.414,102.96,39.12,-2.79,1,67.75,1.73
3726,63,6451961.483,1872862.592,102.96,39.04,1.22,1,67.91,1.74
3727,64,6451963.648,1872865.848,102.96,39.03,-0.35,1,68.02,1.74
3728,65,6451965.861,1872869.185,102.96,38.64,-7.13,1,68.11,1.76
3729,66,6451968.025,1872872.394,102.96,37.73,-11.2,1,68.34,1.81
3730,67,6451970.103,1872875.47,102.96,36.7,-10.34,1,68.74,1.87
3731,68,6451972.133,1872878.345,102.96,36.15,-1.7,1,69.33,1.92
3732,69,6451974.187,1872881.224,102.96,36.3,5.92,1,69.95,1.93
3733,70,6451976.3,1872884.209,102.96,36.87,7.1,1,70.47,1.91
3734,71,6451978.396,1872887.331,102.96,37.45,2.66,1,70.88,1.89
3735,72,6451980.428,1872890.55,102.96,37.86,2.41,1,71.24,1.88
3736,73,6451982.42,1872893.738,102.96,38.14,3.1,1,71.55,1.88
3737,74,6451984.472,1872896.978,102.96,38.36,4.51,1,71.86,1.87
3738,75,6451986.614,1872900.214,102.96,38.55,3.25,1,72.21,1.87
3739,76,6451988.777,1872903.402,102.96,38.72,1.77,1,72.61,1.88
3740,77,6451990.927,1872906.612,102.96,39.02,4.2,1,72.97,1.87
3741,78,6451993.085,1872909.837,102.96,39.49,5.78,1,73.12,1.85
3742,79,6451995.299,1872913.173,102.96,39.96,4.41,1,0.0,0.0
3743,80,6451997.538,1872916.56,102.96,40.26,1.61,1,0.0,0.0
3744,81,6451999.764,1872919.921,102.96,40.34,-1.43,1,0.0,0.0
3745,82,6452002.016,1872923.269,102.96,40.25,-5.99,1,0.0,0.0
3746,83,6452004.243,1872926.629,102.96,40.16,-11.16,1,0.0,0.0
3747,84,6452006.293,1872930.057,102.96,40.08,-11.13,1,0.0,0.0
3748,85,6452008.246,1872933.573,102.96,40.03,-11.16,1,0.0,0.0
3749,86,6452010.023,1872937.157,102.96,40.03,-5.93,1,0.0,0.0
3750,87,6452011.775,1872940.753,102.96,40.01,-1.31,1,0.0,0.0
3751,88,6452013.553,1872944.336,102.96,40.0,0.53,1,0.0,0.0
3752,89,6452015.331,1872947.919,102.96,40.0,-0.11,1,0.0,0.0
3753,90,6452017.115,1872951.499,102.96,40.01,-1.04,1,0.0,0.0
