,Frame_ID,Global_X,Global_Y,v_size,v_Vel,v_Acc,Movement,Space_Headway,Time_Headway
116451,1907,6452400.151,1874284.933,255.0,51.29,0.0,1,130.63,2.55
116452,1908,6452400.747,1874279.84,255.0,51.29,0.0,1,129.26,2.52
116453,1909,6452401.344,1874274.746,255.0,51.29,0.0,1,492.29,9.6
116454,1910,6452401.94,1874269.653,255.0,51.29,0.0,1,493.34,9.62
116455,1911,6452402.536,1874264.559,255.0,51.29,0.0,1,493.79,9.63
116456,1912,6452403.132,1874259.466,255.0,51.29,0.21,1,493.15,9.61
116457,1913,6452403.728,1874254.372,255.0,51.32,0.4,1,492.23,9.59
116458,1914,6452404.324,1874249.279,255.0,51.27,-0.96,1,491.32,9.58
116459,1915,6452404.926,1874244.162,255.0,50.97,-4.62,1,490.47,9.62
116460,1916,6452405.522,1874239.068,255.0,50.3,-9.12,1,489.79,9.74
116461,1917,6452406.088,1874234.105,255.0,49.33,-11.27,1,489.32,9.92
116462,1918,6452406.614,1874229.263,255.0,48.36,-9.11,1,489.04,10.11
116463,1919,6452407.109,1874224.552,255.0,47.69,-4.62,1,488.86,10.25
116464,1920,6452407.599,1874219.863,255.0,47.38,-0.98,1,488.71,10.31
116465,1921,6452408.094,1874215.151,255.0,47.33,0.4,1,488.57,10.32
116466,1922,6452408.59,1874210.44,255.0,47.33,-0.36,1,488.47,10.32
116467,1923,6452409.085,1874205.728,255.0,47.37,0.6,1,488.41,10.31
116468,1924,6452409.581,1874201.016,255.0,47.78,6.45,1,488.36,10.22
116469,1925,6452410.08,1874196.371,255.0,48.02,-0.66,1,488.14,10.17
116470,1926,6452410.576,1874191.466,255.0,47.83,-7.46,1,487.39,10.19
116471,1927,6452411.053,1874186.312,255.0,48.72,0.0,1,486.57,9.99
116472,1928,6452411.506,1874180.915,255.0,50.96,0.0,1,485.2,9.52
116473,1929,6452411.941,1874175.27,255.0,51.37,8.8,1,484.11,9.42
116474,1930,6452412.372,1874169.364,255.0,51.34,-5.34,1,483.13,9.41
116475,1931,6452412.832,1874163.638,255.0,51.33,-11.83,1,482.97,9.41
116476,1932,6452413.27,1874158.642,255.0,49.47,-14.05,1,483.05,9.76
116477,1933,6452413.528,1874154.002,255.0,46.75,-15.84,1,483.05,10.33
116478,1934,6452413.685,1874149.676,255.0,45.87,11.36,1,482.92,10.53
116479,1935,6452413.684,1874145.123,255.0,46.18,12.01,1,482.2,10.44
116480,1936,6452413.624,1874140.343,255.0,46.29,6.24,1,480.83,10.39
116481,1937,6452413.514,1874135.543,255.0,44.98,-9.56,1,479.09,10.65
116482,1938,6452413.31,1874131.054,255.0,42.3,-10.46,1,477.95,11.3
116483,1939,6452413.031,1874127.03,255.0,39.37,-11.09,1,477.43,12.13
116484,1940,6452412.739,1874123.459,255.0,37.26,-11.2,1,477.67,12.82
116485,1941,6452412.461,1874119.859,255.0,36.26,-3.45,1,478.66,13.2
116486,1942,6452412.182,1874116.263,255.0,35.19,-11.2,1,479.97,13.64
116487,1943,6452411.904,1874112.67,255.0,32.6,-10.55,1,481.93,14.78
116488,1944,6452411.625,1874109.08,255.0,29.98,-5.53,1,483.61,16.13
116489,1945,6452411.331,1874105.546,255.0,29.73,15.76,1,485.41,16.33
116490,1946,6452411.052,1874101.841,255.0,32.48,12.59,1,486.56,14.98
116491,1947,6452410.851,1874097.913,255.0,37.29,11.1,1,487.74,13.08
116492,1948,6452410.753,1874093.795,255.0,41.46,10.65,1,488.68,11.79
116493,1949,6452410.733,1874089.455,255.0,43.55,11.14,1,489.69,11.24
116494,1950,6452410.728,1874084.939,255.0,44.37,4.62,1,490.44,11.05
116495,1951,6452410.708,1874080.475,255.0,44.66,0.33,1,491.15,11.0
116496,1952,6452410.687,1874076.011,255.0,44.68,-0.32,1,491.89,11.01
116497,1953,6452410.667,1874071.548,255.0,44.66,0.2,1,492.63,11.03
116498,1954,6452410.646,1874067.085,255.0,44.63,-0.5,1,493.36,11.05
116499,1955,6452410.641,1874062.605,255.0,48.9,13.9,1,493.93,10.1
116500,1956,6452410.621,1874058.142,255.0,51.92,13.52,1,493.55,9.51
116501,1957,6452410.522,1874053.763,255.0,51.83,0.0,1,492.68,9.51
116502,1958,6452410.317,1874049.495,255.0,51.58,-15.84,1,491.38,9.53
116503,1959,6452410.032,1874045.312,255.0,51.37,-15.84,1,490.32,9.54
116504,1960,6452409.732,1874041.145,255.0,46.36,-15.84,1,489.65,10.56
116505,1961,6452409.448,1874036.961,255.0,41.9,0.38,1,489.83,11.69
116506,1962,6452409.164,1874032.778,255.0,41.92,0.46,1,490.08,11.69
116507,1963,6452408.88,1874028.594,255.0,41.95,0.36,1,490.17,11.68
116508,1964,6452408.596,1874024.411,255.0,41.93,-1.86,1,490.1,11.69
116509,1965,6452408.342,1874020.219,255.0,41.87,-6.63,1,489.94,11.7
116510,1966,6452408.039,1874016.035,255.0,41.7,10.95,1,489.96,11.75
116511,1967,6452407.552,1874011.893,255.0,41.49,10.8,1,490.18,11.81
116512,1968,6452406.953,1874007.808,255.0,41.31,10.94,1,490.46,11.87
116513,1969,6452406.169,1874003.765,255.0,41.22,6.42,1,490.66,11.9
116514,1970,6452405.336,1873999.732,255.0,45.99,14.41,1,490.62,10.67
116515,1971,6452404.534,1873995.692,255.0,51.61,12.3,1,489.55,9.49
116516,1972,6452403.732,1873991.654,255.0,51.52,0.0,1,487.93,9.47
116517,1973,6452402.93,1873987.618,255.0,51.35,-15.84,1,485.98,9.46
116518,1974,6452402.128,1873983.583,255.0,51.31,0.0,1,484.36,9.44
116519,1975,6452401.346,1873979.527,255.0,45.52,-4.3,1,483.26,10.62
116520,1976,6452400.545,1873975.495,255.0,40.29,-11.89,1,483.15,11.99
116521,1977,6452399.646,1873971.605,255.0,39.52,-13.68,1,483.42,12.23
116522,1978,6452398.618,1873967.83,255.0,38.78,-11.89,1,483.84,12.48
116523,1979,6452397.492,1873964.197,255.0,38.28,-6.05,1,484.34,12.65
116524,1980,6452396.347,1873960.588,255.0,38.03,-1.32,1,484.89,12.75
116525,1981,6452395.222,1873956.957,255.0,37.98,0.43,1,486.29,12.8
116526,1982,6452394.097,1873953.327,255.0,37.99,0.09,1,488.07,12.85
116527,1983,6452392.972,1873949.698,255.0,37.99,-0.24,1,490.14,12.9
116528,1984,6452391.847,1873946.071,255.0,37.97,0.37,1,491.87,12.95
116529,1985,6452390.709,1873942.444,255.0,37.91,2.36,1,493.16,13.01
116530,1986,6452389.585,1873938.819,255.0,37.78,4.86,1,493.64,13.07
116531,1987,6452388.532,1873935.195,255.0,37.61,6.1,1,493.87,13.13
116532,1988,6452387.571,1873931.573,255.0,37.44,4.94,1,494.12,13.2
