,Frame_ID,Global_X,Global_Y,v_size,v_Vel,v_Acc,Movement,Space_Headway,Time_Headway
35399,555,6452394.418,1874284.126,124.56,52.41,0.0,1,189.87,3.62
35400,556,6452395.593,1874278.871,124.56,52.41,0.0,1,187.18,3.57
35401,557,6452395.799,1874273.936,124.56,52.41,0.0,1,172.12,3.28
35402,558,6452396.974,1874268.68,124.56,52.41,0.0,1,170.19,3.25
35403,559,6452398.229,1874263.918,124.56,52.41,0.0,1,168.82,3.22
35404,560,6452399.284,1874258.683,124.56,52.41,-7.17,1,166.97,3.19
35405,561,6452400.269,1874253.487,124.56,52.39,-9.24,1,165.14,3.15
35406,562,6452401.14,1874248.251,124.56,52.23,-7.05,1,163.27,3.13
35407,563,6452401.913,1874243.061,124.56,52.15,-2.4,1,161.44,3.1
35408,564,6452402.65,1874237.876,124.56,52.14,1.83,1,159.61,3.06
35409,565,6452403.452,1874232.681,124.56,52.14,9.06,1,157.82,3.03
35410,566,6452404.325,1874227.445,124.56,52.08,8.85,1,155.79,2.99
35411,567,6452405.145,1874222.226,124.56,51.92,0.0,1,153.43,2.96
35412,568,6452405.69,1874216.094,124.56,51.74,0.0,1,150.86,2.92
35413,569,6452406.079,1874209.349,124.56,51.65,10.76,1,148.81,2.88
35414,570,6452406.282,1874202.129,124.56,51.67,8.08,1,146.85,2.84
35415,571,6452406.764,1874194.6,124.56,51.77,-5.14,1,145.26,2.81
35416,572,6452407.378,1874187.292,124.56,51.84,-11.03,1,143.62,2.77
35417,573,6452408.313,1874180.59,124.56,51.82,-12.81,1,141.7,2.73
35418,574,6452409.193,1874173.983,124.56,51.72,-11.24,1,139.13,2.69
35419,575,6452410.126,1874167.522,124.56,51.6,-15.39,1,136.61,2.65
35420,576,6452410.898,1874161.868,124.56,51.48,-15.84,1,134.49,2.61
35421,577,6452411.498,1874156.612,124.56,51.38,-15.84,1,132.8,2.58
35422,578,6452411.945,1874151.747,124.56,48.1,-15.84,1,131.69,2.74
35423,579,6452412.163,1874146.809,124.56,42.06,0.0,1,131.24,3.12
35424,580,6452412.187,1874142.363,124.56,33.45,-11.2,1,131.54,3.93
35425,581,6452412.093,1874139.785,124.56,24.2,-13.32,1,132.58,5.48
35426,582,6452412.193,1874138.295,124.56,18.33,-11.43,1,134.26,7.32
35427,583,6452412.457,1874137.274,124.56,19.52,15.84,1,136.41,6.99
35428,584,6452412.429,1874135.624,124.56,27.96,15.84,1,137.85,4.93
35429,585,6452412.294,1874132.567,124.56,39.94,15.84,1,138.44,3.47
35430,586,6452411.831,1874127.258,124.56,50.77,15.84,1,139.08,2.74
35431,587,6452411.411,1874121.243,124.56,51.72,12.14,1,139.48,2.7
35432,588,6452410.996,1874115.223,124.56,51.82,-7.91,1,139.68,2.7
35433,589,6452410.603,1874109.181,124.56,52.0,0.0,1,139.75,2.69
35434,590,6452410.24,1874103.109,124.56,52.27,15.84,1,139.53,2.67
35435,591,6452409.901,1874097.014,124.56,52.55,15.57,1,138.01,2.63
35436,592,6452409.565,1874090.915,124.56,52.72,11.63,1,136.0,2.58
35437,593,6452409.225,1874084.821,124.56,52.76,-0.12,1,133.6,2.53
35438,594,6452408.884,1874078.728,124.56,52.76,0.36,1,131.32,2.49
35439,595,6452408.544,1874072.635,124.56,52.76,-0.21,1,129.07,2.45
35440,596,6452408.204,1874066.542,124.56,52.82,11.87,1,126.57,2.4
35441,597,6452407.873,1874060.401,124.56,52.8,10.76,1,123.02,2.33
35442,598,6452407.533,1874054.412,124.56,52.41,0.0,1,118.99,2.27
35443,599,6452407.148,1874048.638,124.56,51.85,-15.84,1,114.77,2.21
35444,600,6452406.705,1874043.04,124.56,51.45,-15.84,1,111.08,2.16
35445,601,6452406.217,1874037.655,124.56,51.32,-15.84,1,108.08,2.11
35446,602,6452405.721,1874032.423,124.56,51.3,-4.06,1,106.17,2.07
35447,603,6452405.234,1874027.144,124.56,51.3,-0.26,1,104.63,2.04
35448,604,6452404.746,1874021.866,124.56,51.3,0.56,1,103.05,2.01
35449,605,6452404.259,1874016.589,124.56,51.3,-0.18,1,101.43,1.98
35450,606,6452403.772,1874011.313,124.56,51.3,-2.61,1,99.81,1.95
35451,607,6452403.296,1874006.001,124.56,51.3,-7.28,1,98.22,1.91
35452,608,6452402.809,1874000.776,124.56,51.32,14.42,1,96.61,1.88
35453,609,6452402.266,1873995.746,124.56,51.33,12.02,1,93.92,1.83
35454,610,6452401.648,1873990.851,124.56,51.31,0.0,1,91.23,1.78
35455,611,6452400.974,1873986.152,124.56,51.32,0.0,1,88.5,1.72
35456,612,6452400.288,1873981.539,124.56,51.5,0.0,1,86.48,1.68
35457,613,6452399.614,1873976.889,124.56,51.76,0.0,1,84.77,1.64
35458,614,6452398.94,1873972.238,124.56,46.98,0.69,1,83.95,1.79
35459,615,6452398.266,1873967.588,124.56,47.01,0.25,1,82.97,1.76
35460,616,6452397.592,1873962.938,124.56,47.02,-3.87,1,81.87,1.74
35461,617,6452396.965,1873958.273,124.56,46.96,-10.8,1,80.74,1.72
35462,618,6452396.192,1873953.622,124.56,46.77,-11.21,1,79.6,1.7
35463,619,6452395.204,1873949.045,124.56,46.55,-11.25,1,78.48,1.69
35464,620,6452394.045,1873944.564,124.56,46.38,-11.21,1,77.38,1.67
35465,621,6452392.672,1873940.158,124.56,46.34,-10.78,1,76.29,1.65
35466,622,6452391.154,1873935.765,124.56,46.39,4.0,1,75.17,1.62
35467,623,6452389.682,1873931.359,124.56,46.43,0.15,1,73.98,1.59
35468,624,6452388.21,1873926.954,124.56,46.44,-0.62,1,72.76,1.57
35469,625,6452386.739,1873922.55,124.56,46.45,-0.34,1,71.61,1.54
35470,626,6452385.268,1873918.146,124.56,46.42,0.74,1,70.59,1.52
35471,627,6452383.815,1873913.725,124.56,47.78,12.38,1,69.76,1.46
35472,628,6452382.344,1873909.322,124.56,50.93,13.54,1,68.55,1.35
