,Frame_ID,Global_X,Global_Y,v_size,v_Vel,v_Acc,Movement,Space_Headway,Time_Headway
87345,1493,6451961.175,1872825.199,85.8,4.2,0.0,3,0.0,0.0
87346,1494,6451961.175,1872825.199,85.8,4.2,0.0,3,0.0,0.0
87347,1495,6451961.175,1872825.199,85.8,4.2,0.0,3,0.0,0.0
87348,1496,6451961.175,1872825.199,85.8,4.2,0.0,3,0.0,0.0
87349,1497,6451961.175,1872825.199,85.8,4.2,0.0,3,0.0,0.0
87350,1498,6451960.841,1872825.594,85.8,4.2,12.86,3,0.0,0.0
87351,1499,6451960.485,1872826.016,85.8,5.25,5.6,3,0.0,0.0
87352,1500,6451960.109,1872826.462,85.8,5.58,0.04,3,0.0,0.0
87353,1501,6451959.753,1872826.883,85.8,5.57,-0.56,3,0.0,0.0
87354,1502,6451959.398,1872827.305,85.8,5.53,-0.3,3,0.0,0.0
87355,1503,6451959.043,1872827.726,85.8,5.51,0.0,3,0.0,0.0
87356,1504,6451958.688,1872828.147,85.8,5.51,0.0,3,0.0,0.0
87357,1505,6451958.332,1872828.568,85.8,5.51,0.0,3,0.0,0.0
87358,1506,6451957.977,1872828.99,85.8,5.51,0.0,3,0.0,0.0
87359,1507,6451957.622,1872829.411,85.8,5.51,0.0,3,0.0,0.0
87360,1508,6451957.266,1872829.832,85.8,5.51,0.0,3,0.0,0.0
87361,1509,6451956.911,1872830.253,85.8,5.51,0.0,3,0.0,0.0
87362,1510,6451956.556,1872830.675,85.8,5.51,0.0,3,0.0,0.0
87363,1511,6451956.201,1872831.096,85.8,5.51,0.0,3,0.0,0.0
87364,1512,6451955.845,1872831.517,85.8,5.49,-0.44,3,0.0,0.0
87365,1513,6451955.49,1872831.938,85.8,5.5,0.27,3,0.0,0.0
87366,1514,6451955.135,1872832.359,85.8,5.7,4.24,3,0.0,0.0
87367,1515,6451954.767,1872832.732,85.8,6.23,11.1,3,0.0,0.0
87368,1516,6451954.411,1872833.261,85.8,7.24,11.45,3,0.0,0.0
87369,1517,6451954.118,1872834.007,85.8,8.71,11.41,3,0.0,0.0
87370,1518,6451953.91,1872834.929,85.8,10.29,11.38,3,0.0,0.0
87371,1519,6451953.768,1872836.072,85.8,11.51,10.65,3,0.0,0.0
87372,1520,6451953.644,1872837.359,85.8,12.18,3.48,3,0.0,0.0
87373,1521,6451953.513,1872838.589,85.8,12.35,-0.76,3,0.0,0.0
87374,1522,6451953.386,1872839.811,85.8,12.24,-1.71,3,0.0,0.0
87375,1523,6451953.263,1872841.025,85.8,12.13,-0.67,3,0.0,0.0
87376,1524,6451953.145,1872842.231,85.8,12.34,3.98,3,0.0,0.0
87377,1525,6451953.023,1872843.374,85.8,12.77,5.65,3,0.0,0.0
87378,1526,6451952.912,1872844.688,85.8,13.37,7.27,3,0.0,0.0
87379,1527,6451952.841,1872846.23,85.8,14.65,11.67,3,0.0,0.0
87380,1528,6451952.822,1872847.964,85.8,16.53,11.58,3,0.0,0.0
87381,1529,6451952.842,1872849.923,85.8,18.54,11.45,3,0.0,0.0
87382,1530,6451952.87,1872852.061,85.8,20.19,10.62,3,0.0,0.0
87383,1531,6451952.891,1872854.142,85.8,20.82,-0.12,3,0.0,0.0
87384,1532,6451952.914,1872856.219,85.8,20.78,-1.0,3,0.0,0.0
87385,1533,6451952.937,1872858.293,85.8,20.72,-1.0,3,0.0,0.0
87386,1534,6451952.96,1872860.363,85.8,20.71,-6.78,3,0.0,0.0
87387,1535,6451952.909,1872862.427,85.8,20.79,-8.81,3,0.0,0.0
87388,1536,6451953.176,1872864.491,85.8,21.12,-4.67,3,0.0,0.0
87389,1537,6451953.711,1872866.566,85.8,21.82,-1.7,3,0.0,0.0
87390,1538,6451954.527,1872868.651,85.8,22.78,14.56,3,0.0,0.0
